จังหวัด,เขต,หมายเลข,ชื่อผู้สมัคร,พรรค,คะแนน
ฉะเชิงเทรา,4,2,นางแพรวนภัศร์ ทองสุวรรณ์,ประชาชน,35257
ฉะเชิงเทรา,4,5,พลตำรวจโท พิทักษ์ จารุสมบัติ,เพื่อไทย,19940
ฉะเชิงเทรา,4,6,นายเศรษฐชาญย์ วสิฐพัฒน์,ภูมิใจไทย,4399
ฉะเชิงเทรา,4,7,นางสาวอริยา บุญณัชญาณวุฒิ,ประชาธิปัตย์,2574
ฉะเชิงเทรา,4,3,นายเชษศักดิ์ดา นาน้ำเชี่ยว,แรงงานสร้างชาติ,1162
ฉะเชิงเทรา,4,1,นางสาวอรสา ชุมเกษียร,ปวงชนไทย,806
ชลบุรี,1,1,นายสุชาติ ชมกลิ่น,ภูมิใจไทย,46253
ชลบุรี,1,7,นายวรท ศิริรักษ์,ประชาชน,42057
ชลบุรี,1,6,นายสรัลชา ศรีชลวัฒนา,ประชาธิปัตย์,2935
ชลบุรี,1,4,นายรัฐรุจน์ ปิยะพงศ์ภัทร์,เพื่อไทย,2435
ชลบุรี,1,5,นายอัศพงษ์ บูรณวงศ์,เศรษฐกิจ,1411
ชลบุรี,1,2,ว่าที่ร้อยตรีสมสรรค์ อธิเวสส์,รวมไทยสร้างชาติ,1311
ชลบุรี,1,8,นางรชาภา อัศวธาวาทิน,ไทยสร้างไทย,673
ชลบุรี,1,3,นายปภิณวิช ศิริณายกุล,พลังประชารัฐ,327
ชลบุรี,1,9,นายสันติ ถนอมเนื้อ,ปวงชนไทย,183
ชลบุรี,2,1,นางสาววรรณิดา นพสิทธิ์,ประชาชน,30061
ชลบุรี,2,3,ร้อยเอกธนวัฒน์ ภาวสุทธิ์,ภูมิใจไทย,28820
ชลบุรี,2,5,ร้อยเอกจองชัย วงศ์ทรายทอง,ประชาธิปัตย์,14341
ชลบุรี,2,6,นายคงพัชร ไขรัศมี,เพื่อไทย,3085
ชลบุรี,2,7,นายภักดี โพธิ์แก้ว,เศรษฐกิจ,1131
ชลบุรี,2,2,นายสวัสดิ์ชัย แจ่มจำรัส,ไทยภักดี,827
ชลบุรี,2,8,นายบรรณวัฒน์ บุพพัณหสมัย,ปวงชนไทย,281
