จังหวัด,เขต,หมายเลข,ชื่อผู้สมัคร,พรรค,คะแนน
พิษณุโลก,2,2,นายณชพล พลอาสา,ประชาชน,32070
พิษณุโลก,2,3,นางสาวปรานอม หลิมประเสริฐ,ภูมิใจไทย,7084
พิษณุโลก,2,4,นายธนกร ภักดิ์โต,ประชาธิปัตย์,4705
พิษณุโลก,2,5,นายณัฐวุฒิ สุกคร,เศรษฐกิจ,2286
พิษณุโลก,2,6,นายนคเรศ ฤทธิรอน,พลังประชารัฐ,1158
พิษณุโลก,2,7,นายทนง มั่นนุช,เพื่อบ้านเมือง,514
พิษณุโลก,3,1,นายปุณณเมธ อ้นอารี,ประชาชน,18058
พิษณุโลก,3,2,นางสาวสปัณธ์หยก วีรบุญย์กฤช,เศรษฐกิจ,1443
พิษณุโลก,3,3,นายวิมล สารมะโน,ประชาธิปัตย์,2165
พิษณุโลก,3,4,นายเจนวิทย์ จันทรา,เพื่อไทย,21990
พิษณุโลก,3,5,นายศิราวัฒน์ น้อยวงค์,กล้าธรรม,1494
พิษณุโลก,3,6,นายพงษ์มนู ทองหนัก,ภูมิใจไทย,42353
พิษณุโลก,3,7,นางสาวปุญชรัสมิ์ ศิริสวัสดิ์,พลังประชารัฐ,295
พิษณุโลก,4,3,นายนิยม ช่างพินิจ,ภูมิใจไทย,42805
พิษณุโลก,4,1,นางสาวพิมพ์พิชชา ชัยศุภกิจเจริญ,เพื่อไทย,29467
พิษณุโลก,4,4,นายนิธิทนันท์ ก้าวศรีสุริยะธาดา,ประชาชน,14282
พิษณุโลก,4,5,นายเฉลา บดีรัฐ,ประชาธิปัตย์,746
พิษณุโลก,4,6,นางสาวณัฏฐปีญา แครบทรี,รวมไทยสร้างชาติ,731
พิษณุโลก,4,2,นายปองภพ ณ สงขลา,กล้าธรรม,534
พิษณุโลก,4,7,นายบรรจบ เมฆประดับ,เพื่อบ้านเมือง,171
พิษณุโลก,5,5,นายจุติ ไกรฤกษ์,ภูมิใจไทย,34149
พิษณุโลก,5,3,นายเอกพงษ์ กุลเจริญ,เพื่อไทย,30110
พิษณุโลก,5,1,นายศุภปกรณ์ กิตยาธิคุณ,ประชาชน,19978
พิษณุโลก,5,2,นายสมศักดิ์ ชุ่มกลัด,ประชาธิปัตย์,1745
พิษณุโลก,5,6,นางสาวฉันทนา พุ่มพฤกษ์,อนาคตไทย,649
พิษณุโลก,5,4,นายธนวิน โรจน์สุนทรกิตติ,กล้าธรรม,541
เพชรบุรี,1,3,นางธิวัลรัตน์ อังกินันทน์,ภูมิใจไทย,61734
เพชรบุรี,1,2,น.ส.ปินดา บุโรทกานนท์,ประชาชน,20431
เพชรบุรี,1,1,นายฐานันดร์ ขันธ์แก้ว,ประชาธิปัตย์,5699
เพชรบุรี,1,4,นายประพัฒน์ ปานยิ้ม,เพื่อไทย,1754
เพชรบุรี,2,1,ผศ.เกริกฤทธิ์ อัมพะวัต,เศรษฐกิจ,1881
เพชรบุรี,2,2,นายอนันตชัย ชาครานุวัฒนพงศ์,ประชาธิปัตย์,3379
เพชรบุรี,2,3,นายสันทัด คุ้มสอาด,ประชาชน,19089
เพชรบุรี,2,4,นายปฏิญญา ปักกิ่งเมือง,เพื่อไทย,4307
เพชรบุรี,2,5,นายฤกษ์ อยู่ดี,ภูมิใจไทย,67251
เพชรบุรี,3,5,จ่าอากาศเอก อภิชาติ แก้วโกศล,ภูมิใจไทย,71153
เพชรบุรี,3,3,นายหัสพันธ์ เสมเถื่อน,ประชาชน,14187
เพชรบุรี,3,1,นายกฤษณ์ แก้วอยู่,กล้าธรรม,3900
เพชรบุรี,3,2,นายวิรัฐ จันทวิโรจน์,ประชาธิปัตย์,2660
เพชรบุรี,3,6,ว่าที่ ร.ต.เสรี รูปิยะเวช,เศรษฐกิจ,1626
เพชรบุรี,3,4,นายอำนาจ โกงกาง,เพื่อไทย,1479
เพชรบูรณ์,1,1,นางสาวพิมพ์พร พรพฤฒิพันธุ์,ภูมิใจไทย,50631
เพชรบูรณ์,1,2,นายธนเดช หินวิเศษ,ประชาธิปัตย์,1714
เพชรบูรณ์,1,3,นายพรเทพ เพชรรุ่งทอง,กล้าธรรม,358
เพชรบูรณ์,1,4,นายสิทธิชัย ต๊ะอาจ,เพื่อไทย,3334
เพชรบูรณ์,1,5,นายรัฐภูมิ เลิศไพจิตร,ประชาชน,22369
เพชรบูรณ์,1,6,นายณัฐพล ขวัญแจ่ม,ปวงชนไทย,659
เพชรบูรณ์,1,7,นายกฤษณพงศ์ สอนน้อย,เศรษฐกิจ,1568
เพชรบูรณ์,2,4,นายยุพราช บัวอินทร์,ภูมิใจไทย,41515
เพชรบูรณ์,2,5,นายจักรัตน์ พัวช่วย,กล้าธรรม,40158
เพชรบูรณ์,2,2,นายรวงทิพร แสนคำภูเขตต์,ประชาชน,10678
เพชรบูรณ์,2,6,นายธนะโรจน์ อัครกิจชัยนนท์,เพื่อไทย,1001
เพชรบูรณ์,2,1,นายประเสริฐ ฤทธิ์คุ้ม,ประชาธิปัตย์,687
เพชรบูรณ์,2,10,นายจำเนียร โฉมงาม,เศรษฐกิจ,673
เพชรบูรณ์,2,3,นางสาวนธพร ตันติบูล,ปวงชนไทย,374
เพชรบูรณ์,2,8,นายวงศ์วิศว์ ผลลอย,พลังประชารัฐ,239
เพชรบูรณ์,2,7,นายบัณฑิต บุญอุดมกิจ,ไทยพิทักษ์ธรรม,116
เพชรบูรณ์,2,9,นายมนตรี ผลจันทร์,พร้อม,88
เพชรบูรณ์,3,2,นายบุญชัย กิตติธราทรัพย์,ภูมิใจไทย,39652
เพชรบูรณ์,3,5,นายชัยณรงค์ สืบสุรีย์กุล,กล้าธรรม,19012
เพชรบูรณ์,3,3,นายมนตรี ขุนเทพ,ประชาชน,14682
เพชรบูรณ์,3,1,นางสาวตรีชฎา ศรีธาดา,เพื่อไทย,8790
เพชรบูรณ์,3,4,นายธนาดร หลิมเจริญ,ประชาธิปัตย์,1454
เพชรบูรณ์,3,6,ร.ท. อเนก ก้อนมณี,เศรษฐกิจ,1109
เพชรบูรณ์,3,7,นายจักรพันธ์ พิมเสน,ไทยภักดีธรรม,694
เพชรบูรณ์,3,8,นายอดิกานต์ วิทยศักดิ์,ปวงชนไทย,117
เพชรบูรณ์,4,7,นายวรโชติ สุคนธ์ขจร,ภูมิใจไทย,48590
เพชรบูรณ์,4,1,นายพรหมธาดา วิเศษสิงห์,ประชาชน,13294
เพชรบูรณ์,4,5,นายทวีศักดิ์ อนรรฆพันธ์,เพื่อไทย,6132
เพชรบูรณ์,4,9,นายธนภาค บุ้งจันทร์,เศรษฐกิจ,1153
เพชรบูรณ์,4,4,นายทองมา ทองอำ,โอกาสใหม่,698
เพชรบูรณ์,4,8,นายภาณุวัฒน์ หาญเชิงชัย,ประชาธิปัตย์,593
เพชรบูรณ์,4,6,นายโชคชัย มั่นเติม,ประชากรไทย,567
เพชรบูรณ์,4,10,นายเกรียงศักดิ์ ศรีวงษ์ราช,พลังประชารัฐ,451
เพชรบูรณ์,4,3,นายทวีศักดิ์ เชื้อบุญมี,พร้อม,424
เพชรบูรณ์,4,2,นายวิเชียร แดงม่วง,กล้าธรรม,385
เพชรบูรณ์,4,11,น.ส.นัฐธันยพร ภวิตรารัตนศิริ,ปวงชนไทย,107
เพชรบูรณ์,5,2,นางวันเพ็ญ พร้อมพัฒน์,ภูมิใจไทย,45747
เพชรบูรณ์,5,1,นางสาวธารดา จันทร์สอน,ประชาชน,16678
เพชรบูรณ์,5,5,นายสุประวีณ์ อนรรฆพันธ์,เพื่อไทย,6216
เพชรบูรณ์,5,4,นายบุญร่วม แสงมี,เศรษฐกิจ,2243
เพชรบูรณ์,5,6,ร.อ.ทรงพล ทวีค้ำคูณ,รวมไทยสร้างชาติ,1201
เพชรบูรณ์,5,7,นายธีรศาสนติ์ ทัศน์สุวรรณ,ประชาธิปัตย์,912
เพชรบูรณ์,5,8,นายทองสุข บำรุงนอก,พลังประชาชารัฐ,478
เพชรบูรณ์,6,4,นายอัคร ทองใจสด,ภูมิใจไทย,59008
เพชรบูรณ์,6,3,นายอัครพงษ์ สิทธิ,ประชาชน,14303
เพชรบูรณ์,6,1,นายเกรียงไกร ปานสีทอง,เพื่อไทย,4610
เพชรบูรณ์,6,7,นายสรธร โฉมงาม,เศรษฐกิจ,1286
เพชรบูรณ์,6,2,นายศุภกิตติ์ คำดี,ประชาธิปัตย์,1077
เพชรบูรณ์,6,6,นายมนัส ทองคันทา,ปวงชนไทย,544
เพชรบูรณ์,6,5,นายคฑาเพชร แก่นแก้ว,กล้าธรรม,301
แพร่,1,1,นางสาวชนกนันท์ ศุภศิริ,ภูมิใจไทย,40738
แพร่,1,4,นางสาวขวัญรัตน์ พนมขวัญ,ประชาชน,24153
แพร่,1,3,นายวิตติ แสงสุพรรณ,กล้าธรรม,15633
แพร่,1,2,นางภูวษา สินธุวงศ์,เพื่อไทย,10702
แพร่,1,6,นายภูมิพงศ์ สุนทรเนติวงศ์,รวมไทยสร้างชาติ,871
แพร่,1,5,นายธีรพล พรเสาวลักษณ์,ประชาธิปัตย์,484
แพร่,2,1,นายชนาธิป ศุภศิริ,ภูมิใจไทย,54734
แพร่,2,2,นายนิยม วิวรรธนดิฐกุล,เพื่อไทย,13030
แพร่,2,3,นายธีรศักดิ์ มีสมศักดิ์,กล้าธรรม,524
แพร่,2,4,นายวสันต์ จันทร์สอง,ประชาชน,14577
แพร่,2,5,นายราชสิทธิ์ มิ่งปรีชา,ประชาธิปัตย์,418
แพร่,3,4,นางสาวลักษณารีย์ ดวงตาดำ,ประชาชน,23987
แพร่,3,2,นายวรวัจน์ เอื้ออภิญญกุล,เพื่อไทย,21539
แพร่,3,1,นายประสงค์ ซุ่มเชย,ภูมิใจไทย,16448
แพร่,3,3,นายกฤติเดช สันติวชิระกุล,กล้าธรรม,9327
แพร่,3,6,นายชูชาติ คำมา,พลังประชารัฐ,1515
แพร่,3,5,นางพรรณพร สีใหม่,ประชาธิปัตย์,774
ภูเก็ต,1,3,ว่าที่ร้อยตรีสมชาติ เตชถาวรเจริญ,ประชาชน,19558
ภูเก็ต,1,4,นางสาวพลอยทะเล ลักษมีแสงจันทร์,ภูมิใจไทย,16875
ภูเก็ต,1,5,นายทิวัตถ์ สีดอกบวบ,กล้าธรรม,15528
ภูเก็ต,1,6,นายบุญศุภภะ ตัณฑัยย์,ประชาธิปัตย์,11001
ภูเก็ต,1,2,นายศุภชัย ศรีสวัสดิ์,เศรษฐกิจ,1259
ภูเก็ต,1,1,นายสรนันท์ เสน่ห์,เพื่อไทย,1187
ภูเก็ต,1,7,นายวรพงศ์ ยูระหมาน,พลังประชารัฐ,1052
ภูเก็ต,2,6,นายเฉลิมพงศ์ แสงดี,ประชาชน,24877
ภูเก็ต,2,3,นายษณกร กี่สิ้น,ภูมิใจไทย,20405
ภูเก็ต,2,5,นายสมชาติ สมนาม,ประชาธิปัตย์,13576
ภูเก็ต,2,4,นางณัฐพร ผาณิตพิเชฐวงศ์,เพื่อไทย,2431
ภูเก็ต,2,2,นายอินทร์ เพชรหิน,เศรษฐกิจ,2170
ภูเก็ต,3,1,นางสาวอรทัย เกิดทรัพย์,กล้าธรรม,30360
ภูเก็ต,3,2,นายฐิติกันต์ ฐิติพฤฒิกุล,ประชาชน,20277
ภูเก็ต,3,4,นายวิวัฒน์ จินดาพล,ภูมิใจไทย,12339
ภูเก็ต,3,5,นางสาวสิริเกศ ถั่วสกุล,ประชาธิปัตย์,8344
ภูเก็ต,3,6,ด.ต.เดชาวัตร อุ่นสอน,เศรษฐกิจ,1685
ภูเก็ต,3,3,นายศักดิ์ชาย เชาวน์ไวย,เพื่อไทย,1192
ภูเก็ต,3,7,นายเกษม กาหรีมการ,ไทยภักดี,931
มหาสารคาม,1,1,นายธีระวัฒน์ พรรณะ,ประชาชน,22794
มหาสารคาม,1,2,พันตำรวจเอกชัยสิทธิ์ ภความนตรี,พลังประชารัฐ,890
มหาสารคาม,1,3,นายปัญญา ประทุมชัย,รวมไทยสร้างชาติ,547
มหาสารคาม,1,4,นายทองหล่อ พลโคตร,กล้าธรรม,10178
มหาสารคาม,1,5,นายเชวงศักดิ์ พลลาภ,ประชาธิปัตย์,1199
มหาสารคาม,1,6,นายฤทธิรงค์ ภูมิสวัสดิ์,ภูมิใจไทย,32493
มหาสารคาม,1,7,นางสาวนงลักษณ์ ทุงจันทร์,เพื่อไทย,15504
มหาสารคาม,1,8,นายกิจอนันต์ วิริยะสุข,เศรษฐกิจ,718
มหาสารคาม,1,9,นายณรงค์ ชารีคง,ประชาธิปไตยใหม่,90
มหาสารคาม,1,10,นายชยพล โบราณมูล,ไทยก้าวใหม่,503
มหาสารคาม,2,5,นายประวัติ ทองสมบูรณ์,ภูมิใจไทย,32203
มหาสารคาม,2,4,นายไชยวัฒนา ติณรัตน์,เพื่อไทย,20789
มหาสารคาม,2,1,นายธงชัย เบอร์ไธสง,ประชาชน,13838
มหาสารคาม,2,6,นางสาวขวัญอิสรา ศรีสังข์,พลังประชารัฐ,7793
มหาสารคาม,2,3,นายสุทธิ์สวัสดิ์ บัวบาน,กล้าธรรม,1009
มหาสารคาม,2,8,นายทวีศักดิ์ ปะหุปะไพ,ประชาธิปไตยใหม่,901
มหาสารคาม,2,9,นายณัฐพัชร์ วงศ์พัฒนาธนเดช,ประชาธิปัตย์,676
มหาสารคาม,2,2,นายสมพร คุ้มพงษ์พันธ์,รวมไทยสร้างชาติ,464
มหาสารคาม,2,10,นายอำนาจธรรม ฮามคำไพ,เศรษฐกิจ,414
มหาสารคาม,2,11,นายบัญชา บัณฑิตเสน,ไทยพร้อม,364
มหาสารคาม,2,7,นายพิบูลย์ จันทศิลป์,ไทยก้าวใหม่,264
มหาสารคาม,3,6,นายลัทธชัย โชคชัยวัฒนากร,ภูมิใจไทย,39612
มหาสารคาม,3,5,นายยุทธพงศ์ จรัสเสถียร,เพื่อไทย,34638
มหาสารคาม,3,1,นายจักรกริช ด่านแก้ว,ประชาชน,8115
มหาสารคาม,3,9,เรือตรีกุลธร แก้ววิเศษ,เศรษฐกิจ,1307
มหาสารคาม,3,2,นายภาสกร โยธะไชยสาร,ประชาธิปัตย์,255
มหาสารคาม,3,4,นายปัญญา ภูเฮืองแก้ว,คลองไทย,227
มหาสารคาม,3,8,นางสาวบังอร มุมกลาง,รวมไทยสร้างชาติ,224
มหาสารคาม,3,3,นายประมวล พานมาตย์,ประชากรไทย,177
มหาสารคาม,3,7,นางศิริพร หลิน,กล้าธรรม,118
มหาสารคาม,3,11,นายธีราพัทธ์ พาณิชย์,ไทยก้าวใหม่,73
มหาสารคาม,3,10,นายกิตติศักดิ์ พิมดา,ทางเลือกใหม่,40
มหาสารคาม,4,1,นายวิเชียร จงชูวณิชย์,ภูมิใจไทย,30843
มหาสารคาม,4,6,นายชนินทร์ มีนาสันติรักษ์,กล้าธรรม,21773
มหาสารคาม,4,9,นายสรรพภัญญู ศิริไปล์,เพื่อไทย,15459
มหาสารคาม,4,2,นายวันชนะ ชัยรุ่งเรือง,ประชาชน,11621
มหาสารคาม,4,5,นายเกษม สิงพร,รวมไทยสร้างชาติ,318
มหาสารคาม,4,4,นายอำนาจ ทบทอบ,ประชาธิปไตยใหม่,286
มหาสารคาม,4,7,นายเนตร แก้วลาด,ประชาธิปัตย์,248
มหาสารคาม,4,8,นายประสงค์ กันพล,พลังประชารัฐ,133
มหาสารคาม,5,1,นายจิรวัฒน์ ศิริพานิชย์,เพื่อไทย,36149
มหาสารคาม,5,6,นายปรัตธนกรณ์ โยธาราช,ประชาชน,19302
มหาสารคาม,5,2,นางสาวพัชราศิณี ศิริโกมุท,เศรษฐกิจ,6125
มหาสารคาม,5,3,นายโกศล คาดพันโน,พลังประชารัฐ,4627
มหาสารคาม,5,4,ผู้ช่วยศาสตราจารย์ อวยชัย วะทา,ภูมิใจไทย,3545
มหาสารคาม,5,9,นายเศรษฐวัฒน์ ศิริโกมุท,ไทยพร้อม,2565
มหาสารคาม,5,7,นายคำดี แสงไพร,กล้าธรรม,2185
มหาสารคาม,5,8,นางสาววิภาวี ลืออุติกุลวงศ์,ประชาธิปัตย์,930
มหาสารคาม,5,11,นายกิตติ รัตนแสง,ประชาธิปไตยใหม่,864
มหาสารคาม,5,5,นายประภาส เนื่องแก้ว,ไทยก้าวใหม่,739
มหาสารคาม,5,10,นางสุภาพร ทองเจริญ,ทางเลือกใหม่,587
มหาสารคาม,6,1,นางคมคาย อุดรพิมพ์,ภูมิใจไทย,38939
มหาสารคาม,6,4,นายรัฐ คลังแสง,เพื่อไทย,30699
มหาสารคาม,6,2,นางเพียงพิศ เดชมาลา,ประชาชน,14142
มหาสารคาม,6,9,นายภาสกร สิทธิหาโคตร,เศรษฐกิจ,1626
มหาสารคาม,6,6,นางสาวธัญลักษณ์ อุทัยจอม,ประชาธิปัตย์,611
มหาสารคาม,6,3,นายบุรินทร์ นามโร,กล้าธรรม,419
มหาสารคาม,6,7,นายวรเวช ศิริประเสริฐศรี,รวมไทยสร้างชาติ,292
มหาสารคาม,6,8,นายจักริน แดนสมปัดสา,ไทยก้าวใหม่,227
มหาสารคาม,6,5,นายสรเชษฐ์ โพธิรุกข์,ไทยก้าวหน้า,103
มุกดาหาร,1,4,นายวิริยะ ทองผา,ภูมิใจไทย,31342
มุกดาหาร,1,2,นายนนทภูมิ ตั้งปณิธานนท์,เพื่อไทย,23583
มุกดาหาร,1,3,นายชายสิทธิ์ สุวรรณโชติ,ประชาชน,21369
มุกดาหาร,1,5,นายพนมชัย พันธุ์พุทธ,กล้าธรรม,18053
มุกดาหาร,1,8,ร.ต.ต.สมบูรณ์ ยงยุทธ,ประชาธิปไตยใหม่,1149
มุกดาหาร,1,9,นางราตรี เจริญศรี,ประชาธิปัตย์,927
มุกดาหาร,1,7,ร.ต.ต.สุเทียน ทองโสม,เสรีรวมไทย,720
มุกดาหาร,1,6,พ.ต.ท.จิตต์ ศรีโยหะ มุกดาธนพงศ์,พลังประชารัฐ,660
มุกดาหาร,1,10,นายชินกร ขวัญเมือง,เศรษฐกิจ,575
มุกดาหาร,1,11,นายณัฐพล พรมวิชา,รวมไทยสร้างชาติ,462
มุกดาหาร,1,12,นายสุนทร มีสิทธิ์,เพื่อบ้านเมือง,145
มุกดาหาร,2,1,นายเลขาดำไตรสรณคมน์ หนองเรือง,กล้าธรรม,42393
มุกดาหาร,2,4,นางสาวปิยธิดา บุตรกาล,เพื่อไทย,23462
มุกดาหาร,2,5,นายณกร ชารีพันธ์,ประชาชน,15648
มุกดาหาร,2,6,นายประพันธ์ คนหาญ,ภูมิใจไทย,7571
มุกดาหาร,2,2,นางสาวปภาสิริ ประทุมลี,พลังประชารัฐ,4112
มุกดาหาร,2,3,นางกิ่งฟ้า อรพันธ์,ประชาธิปัตย์,548
มุกดาหาร,2,8,นายวรสิงฆ์ บับพาน,ทางเลือกใหม่,299
มุกดาหาร,2,7,นายก้องบุญ ชาธิราช,เพื่อบ้านเมือง,192
แม่ฮ่องสอน,1,2,นายปกรณ์ จีนาคำ,กล้าธรรม,35870
แม่ฮ่องสอน,1,5,นายอนัส มณีพฤกษ์,ประชาชน,18680
แม่ฮ่องสอน,1,3,นายวิชัย เจริญพระธรรมดี,เพื่อไทย,3126
แม่ฮ่องสอน,1,1,ว่าที่ ร.ต.สุรพล ต๊ะวิชัย,ประชาธิปัตย์,2148
แม่ฮ่องสอน,1,4,นายจำลอง รุ่งเรือง,รวมไทยสร้างชาติ,1310
แม่ฮ่องสอน,2,5,นายสมบัติ ยะสินธุ์,ภูมิใจไทย,24897
แม่ฮ่องสอน,2,2,นายวิทยา หวานซึ้ง,กล้าธรรม,24368
แม่ฮ่องสอน,2,4,นายพนธกร ใจสนอง,ประชาชน,13208
แม่ฮ่องสอน,2,1,นายสมภพ คงความชื่อ,เพื่อไทย,2197
แม่ฮ่องสอน,2,3,นายสติ ทรัพย์ทวีพันธ์,ประชาธิปัตย์,998
แม่ฮ่องสอน,2,6,นายภานุวัฒน์ คงมีความดี,รวมไทยสร้างชาติ,1068
แม่ฮ่องสอน,2,7,นางสุภิญกัลย์ พิภพสิทธิโภคิณ,พลังประชารัฐ,460
ยโสธร,1,2,นางสุภาพร สลับศรี,ภูมิใจไทย,49334
ยโสธร,1,4,นายวีระศักดิ์ โคตรสมบัติ,เพื่อไทย,36586
ยโสธร,1,3,นางสาววชิราภรณ์ ชายทวีป,ประชาชน,12755
ยโสธร,1,1,นายเนรมิต จันทร์ทอง,ประชาธิปัตย์,1258
ยโสธร,1,7,นายหวาง วงษ์ศรีแก้ว,เศรษฐกิจ,417
ยโสธร,1,5,นายสราวุธ จะกะนอง,ประชาธิปไตยใหม่,207
ยโสธร,1,6,นายนิติธร จันทรบุตร,ไทยก้าวใหม่,186
ยโสธร,2,1,นายวรายุทธ จงอักษร,ภูมิใจไทย,51233
ยโสธร,2,3,นายบุญแก้ว สมวงศ์,เพื่อไทย,28880
ยโสธร,2,5,นายพงศธร สุภโกศล,ประชาชน,8264
ยโสธร,2,9,นายสิงห์มนี กุบแก้ว,เศรษฐกิจ,1031
ยโสธร,2,2,นายธนู ว่องไวตระกูล,ท้องที่ไทย,735
ยโสธร,2,6,นายอนันต์ หลอดคำ,ประชาธิปไตยใหม่,232
ยโสธร,2,4,นางสาวชริสา แพงมี,ไทยก้าวใหม่,212
ยโสธร,2,8,ดาบตำรวจสิทธิชัย ทองมูล,พลังประชารัฐ,163
ยโสธร,2,7,นายกริชเพชร พลศรี,ประชาธิปัตย์,152
ยโสธร,3,2,นายธนพัฒน์ ศรีชนะ,ภูมิใจไทย,44970
ยโสธร,3,1,นายพิเชษฐ์ กุมารสิทธิ์,เพื่อไทย,30173
ยโสธร,3,3,นายสรวิศ เดชเสน,ประชาชน,14424
ยโสธร,3,4,นายมงคล ชื่นตา,กล้าธรรม,2399
ยโสธร,3,7,นางสาวเสาวภาคย์ อินทนนท์,เศรษฐกิจ,661
ยโสธร,3,5,นายธนกร ไชยกุล,พลังประชารัฐ,615
ยโสธร,3,8,นางกฤตลดาณัช เศิกศิริ,ประชาธิปัตย์,415
ยโสธร,3,6,นางวิภารัตย์ บุญกอง,ประชาธิปไตยใหม่,257
ยะลา,1,1,นายสุไลมาน บือแนปีแน,ประชาชาติ,31446
ยะลา,1,2,นายอาดิลัน อาลีอิสเฮาะ,กล้าธรรม,20639
ยะลา,1,3,นายประสิทธิชัย พงษ์สุวรรณศิริ,ภูมิใจไทย,16200
ยะลา,1,4,นายอันวาร์ อุเซ็ง,ประชาชน,15216
ยะลา,1,5,นายอับดุลการิม เด็งระกีนา,ประชาธิปัตย์,5182
ยะลา,1,6,นายสมภพ สุภนรานนท์,ไทยก้าวใหม่,1136
ยะลา,1,7,นายกูนรดินทร์ วงศ์วังษา,เพื่อไทย,490
ยะลา,1,8,นายอับดุลลาเตะ ยากัด,พลังประชารัฐ,213
ยะลา,2,3,นายซูการ์โน มะทา,ประชาชาติ,46972
ยะลา,2,6,นายสุกรี มะเต๊ะ,ภูมิใจไทย,24226
ยะลา,2,1,นางสาวนูรฮายาตี สาเมาะ,ประชาชน,9570
ยะลา,2,7,นายธรนินทร์ ยะมาแล,ประชาธิปัตย์,3060
ยะลา,2,5,ว่าที่ร้อยตรี อับดุลฮาฟิซ หิเล,กล้าธรรม,1406
ยะลา,2,2,นายสาการียา เลาะยะผา,เพื่อไทย,1105
ยะลา,2,4,นายไซด์นอน แวหามะ,ไทยก้าวใหม่,821
ยะลา,2,8,นายสะมาแอ มะดีเยาะ,ไทยพร้อม,482
ยะลา,3,1,นายอับดุลอายี สาแม็ง,ประชาชาติ,34910
ยะลา,3,2,นายมูฮัมหมัดสุกกรี บุงา,กล้าธรรม,26180
ยะลา,3,4,นายณรงค์ อาแว,ประชาชน,12123
ยะลา,3,6,นายยุพราช เลิศลำยอง,ไทยก้าวใหม่,4781
ยะลา,3,5,นายบดินทร์ กาโฮง,ประชาธิปัตย์,4072
ยะลา,3,7,นายกามิน มุชิ,ภูมิใจไทย,3443
ยะลา,3,8,นายซอและ มะสอลา,เพื่อไทย,1369
ร้อยเอ็ด,1,5,นายอนุรักษ์ จุรีมาศ,ภูมิใจไทย,50238
ร้อยเอ็ด,1,4,นายสถาพร ว่องสัธนพงษ์,เพื่อไทย,20122
ร้อยเอ็ด,1,1,นายวีระธาร มาศเกษม,ประชาชน,17557
ร้อยเอ็ด,1,2,นางสาวสุดารัตน์ วรรณพัฒน์,ประชาธิปปัตย์,827
ร้อยเอ็ด,1,3,นางสาวเกตุวรินทร์ ไฮเนกเคอ,รวมไทยสร้างชาติ,641
ร้อยเอ็ด,2,2,นายเอกรัฐ พลชื่อ,กล้าธรรม,43764
ร้อยเอ็ด,2,4,นายฉลาด ขามช่วง,เพื่อไทย,23207
ร้อยเอ็ด,2,3,นางสาวนริศรา ประเสริฐสังข์,ประชาชน,11879
ร้อยเอ็ด,2,1,นายทินกร อ่อนประทุม,ภูมิใจไทย,7073
ร้อยเอ็ด,2,5,นางสาวบุญยรัตน์ อาษาศึก,รวมไทยสร้างชาติ,467
ร้อยเอ็ด,2,7,นายวิชัย เบ็ญชูสิทธิ์,ประชาธิปัตย์,228
ร้อยเอ็ด,2,6,นางสาวสุรัสวดี ดวงสมศรี,พลวัต,227
ร้อยเอ็ด,2,8,นางสาวจุฑามาศ ธานีวรรณ์,ประชาธิปัตย์ใหม่,129
ร้อยเอ็ด,3,1,นางรัชนี พลชื่อ,กล้าธรรม,35999
ร้อยเอ็ด,3,5,นายแทนรัฐ สุจารี,เพื่อไทย,30119
ร้อยเอ็ด,3,6,นายกษิเดช แก้วภูมิแห่,ประชาชน,11133
ร้อยเอ็ด,3,3,นางสาววาสินีพร พลเยี่ยม,ภูมิใจไทย,1488
ร้อยเอ็ด,3,8,นายธนาภัทร แก้วอรุณ,เศรษฐกิจ,1345
ร้อยเอ็ด,3,2,นางสาวสิวินีย์ ปากชำนิ,ประชาธิปัตย์,706
ร้อยเอ็ด,3,4,นายร่วมภูมิศักดิ์ พลเยี่ยม,พลังประชารัฐ,620
ร้อยเอ็ด,3,9,นางสาวสนัฏฐา ขัติยนนท์,รวมไทยสร้างชาติ,237
ร้อยเอ็ด,3,7,นายพงษ์ศักดิ์ เสียงใส,พลังธรรมใหม่,86
ร้อยเอ็ด,4,4,นายศุภศิษย์ กอเจริญยศ,เพื่อไทย,22302
ร้อยเอ็ด,4,5,นายนีโอ พลซื่อ,กล้าธรรม,21829
ร้อยเอ็ด,4,6,นายนรากร นาเมืองรักษ์,ภูมิใจไทย,16270
ร้อยเอ็ด,4,3,นายวัจน์คมกริช ศรีวะรมย์,ประชาชน,10958
ร้อยเอ็ด,4,2,นางสาวสุทธิกานต์ สิทธิ์ประภากูล,โอกาสใหม่,4826
ร้อยเอ็ด,4,7,นางสาวกัญจน์พร วงศ์เวไนย,พลังประชารัฐ,2030
ร้อยเอ็ด,4,8,นายชัยชนะ รัตนชัยฤทธิ์,รวมไทยสร้างชาติ,1106
ร้อยเอ็ด,4,1,นางสาวมารยาท มานัส,ประชาธิปัตย์,687
ร้อยเอ็ด,4,9,นางสาวดนิตา มาบุญธรรม,ไทยก้าวใหม่,335
ร้อยเอ็ด,4,10,นายเกียรติศักดิ์ วรรณพาด,พลวัต,61
ร้อยเอ็ด,5,6,นางสาวจิราพร สินธุไพร,เพื่อไทย,43787
ร้อยเอ็ด,5,2,นายสนิท กล้าหาญ,ประชาชน,14428
ร้อยเอ็ด,5,5,นายชัยวุฒิ เอี่ยมรัศมีกุล,ภูมิใจไทย,9584
ร้อยเอ็ด,5,3,นายวีระชัย จารย์รัตน์,ไทยภักดี,1210
