รหัสจังหวัด,จังหวัด,เขต,หมายเลข,พรรค,คะแนน
38,บึงกาฬ,3,22,ก้าวอิสระ,25
38,บึงกาฬ,3,23,ปวงชนไทย,82
38,บึงกาฬ,3,24,วิชชั่นใหม่,69
38,บึงกาฬ,3,25,เพื่อชีวิตใหม่,24
38,บึงกาฬ,3,26,คลองไทย,79
38,บึงกาฬ,3,27,ประชาธิปัตย์,1580
38,บึงกาฬ,3,28,ไทยก้าวหน้า,126
38,บึงกาฬ,3,29,ไทยภักดี,161
38,บึงกาฬ,3,30,แรงงานสร้างชาติ,322
38,บึงกาฬ,3,31,ประชากรไทย,258
38,บึงกาฬ,3,32,ครูไทยเพื่อประชาชน,147
38,บึงกาฬ,3,33,ประชาชาติ,85
38,บึงกาฬ,3,34,สร้างอนาคตไทย,134
38,บึงกาฬ,3,35,รักชาติ,139
38,บึงกาฬ,3,36,ไทยพร้อม,167
38,บึงกาฬ,3,37,ภูมิใจไทย,15705
38,บึงกาฬ,3,38,พลังทำใหม่,345
38,บึงกาฬ,3,39,กรีน,52
38,บึงกาฬ,3,40,ไทยธรรม,47
38,บึงกาฬ,3,41,แผ่นดินธรรม,19
38,บึงกาฬ,3,42,กล้าธรรม,413
38,บึงกาฬ,3,43,พลังประชารัฐ,85
38,บึงกาฬ,3,44,โอกาสใหม่,83
38,บึงกาฬ,3,45,เป็นธรรม,56
38,บึงกาฬ,3,46,ประชาชน,17980
38,บึงกาฬ,3,47,ประชาไทย,154
38,บึงกาฬ,3,48,ไทยสร้างไทย,378
38,บึงกาฬ,3,49,ไทยก้าวใหม่,131
38,บึงกาฬ,3,50,ประชาอาสาชาติ,5
38,บึงกาฬ,3,51,พร้อม,52
38,บึงกาฬ,3,52,เครือข่ายชาวนาแห่งประเทศไทย,5
38,บึงกาฬ,3,53,ไทยพิทักษ์ธรรม,9
38,บึงกาฬ,3,54,ความหวังใหม่,26
38,บึงกาฬ,3,55,ไทยรวมไทย,12
38,บึงกาฬ,3,56,เพื่อบ้านเมือง,30
38,บึงกาฬ,3,57,พลังไทยรักชาติ,50
39,หนองบัวลำภู,1,1,ไทยทรัพย์ทวี,1697
39,หนองบัวลำภู,1,2,เพื่อชาติไทย,1277
39,หนองบัวลำภู,1,3,ใหม่,376
39,หนองบัวลำภู,1,4,มิติใหม่,395
39,หนองบัวลำภู,1,5,รวมใจไทย,620
39,หนองบัวลำภู,1,6,รวมไทยสร้างชาติ,1087
39,หนองบัวลำภู,1,7,พลวัต,114
39,หนองบัวลำภู,1,8,ประชาธิปไตยใหม่,1253
39,หนองบัวลำภู,1,9,เพื่อไทย,22798
39,หนองบัวลำภู,1,10,ทางเลือกใหม่,385
39,หนองบัวลำภู,1,11,เศรษฐกิจ,3622
39,หนองบัวลำภู,1,12,เสรีรวมไทย,690
39,หนองบัวลำภู,1,13,รวมพลังประชาชน,661
39,หนองบัวลำภู,1,14,ท้องที่ไทย,73
39,หนองบัวลำภู,1,15,อนาคตไทย,112
39,หนองบัวลำภู,1,16,พลังเพื่อไทย,313
39,หนองบัวลำภู,1,17,ไทยชนะ,122
39,หนองบัวลำภู,1,18,พลังสังคมใหม่,31
39,หนองบัวลำภู,1,19,สังคมประชาธิปไตยไทย,128
39,หนองบัวลำภู,1,20,ฟิวชัน,29
39,หนองบัวลำภู,1,21,ไทรวมพลัง,51
39,หนองบัวลำภู,1,22,ก้าวอิสระ,42
39,หนองบัวลำภู,1,23,ปวงชนไทย,63
39,หนองบัวลำภู,1,24,วิชชั่นใหม่,307
39,หนองบัวลำภู,1,25,เพื่อชีวิตใหม่,26
39,หนองบัวลำภู,1,26,คลองไทย,80
39,หนองบัวลำภู,1,27,ประชาธิปัตย์,1603
39,หนองบัวลำภู,1,28,ไทยก้าวหน้า,183
39,หนองบัวลำภู,1,29,ไทยภักดี,321
39,หนองบัวลำภู,1,30,แรงงานสร้างชาติ,290
39,หนองบัวลำภู,1,31,ประชากรไทย,187
39,หนองบัวลำภู,1,32,ครูไทยเพื่อประชาชน,152
39,หนองบัวลำภู,1,33,ประชาชาติ,109
39,หนองบัวลำภู,1,34,สร้างอนาคตไทย,149
39,หนองบัวลำภู,1,35,รักชาติ,102
39,หนองบัวลำภู,1,36,ไทยพร้อม,119
39,หนองบัวลำภู,1,37,ภูมิใจไทย,11987
39,หนองบัวลำภู,1,38,พลังธรรมใหม่,466
39,หนองบัวลำภู,1,39,กรีน,61
39,หนองบัวลำภู,1,40,ไทยธรรม,87
39,หนองบัวลำภู,1,41,แผ่นดินธรรม,64
39,หนองบัวลำภู,1,42,กล้าธรรม,5523
39,หนองบัวลำภู,1,43,พลังประชารัฐ,396
39,หนองบัวลำภู,1,44,โอกาสใหม่,75
39,หนองบัวลำภู,1,45,เป็นธรรม,102
39,หนองบัวลำภู,1,46,ประชาชน,24813
39,หนองบัวลำภู,1,47,ประชาไทย,175
39,หนองบัวลำภู,1,48,ไทยสร้างไทย,1017
39,หนองบัวลำภู,1,49,ไทยก้าวใหม่,349
39,หนองบัวลำภู,1,50,ประชาอาสาชาติ,14
39,หนองบัวลำภู,1,51,พร้อม,79
39,หนองบัวลำภู,1,52,เครือข่ายชาวนาแห่งประเทศไทย,100
39,หนองบัวลำภู,1,53,ไทยพิทักษ์ธรรม,19
39,หนองบัวลำภู,1,54,ความหวังใหม่,40
39,หนองบัวลำภู,1,55,ไทยรวมไทย,33
39,หนองบัวลำภู,1,56,เพื่อบ้านเมือง,41
39,หนองบัวลำภู,1,57,พลังไทยรักชาติ,44
39,หนองบัวลำภู,2,1,ไทยทรัพย์ทวี,852
39,หนองบัวลำภู,2,2,เพื่อชาติไทย,1453
39,หนองบัวลำภู,2,3,ใหม่,2380
39,หนองบัวลำภู,2,4,มิติใหม่,500
39,หนองบัวลำภู,2,5,รวมใจไทย,533
39,หนองบัวลำภู,2,6,รวมไทยสร้างชาติ,887
39,หนองบัวลำภู,2,7,พลวัต,1178
39,หนองบัวลำภู,2,8,ประชาธิปไตยใหม่,425
39,หนองบัวลำภู,2,9,เพื่อไทย,27355
39,หนองบัวลำภู,2,10,ทางเลือกใหม่,330
39,หนองบัวลำภู,2,11,เศรษฐกิจ,2958
39,หนองบัวลำภู,2,12,เสรีรวมไทย,460
39,หนองบัวลำภู,2,13,รวมพลังประชาชน,576
39,หนองบัวลำภู,2,14,ท้องที่ไทย,71
39,หนองบัวลำภู,2,15,อนาคตไทย,66
39,หนองบัวลำภู,2,16,พลังเพื่อไทย,306
39,หนองบัวลำภู,2,17,ไทยชนะ,121
39,หนองบัวลำภู,2,18,พลังสังคมใหม่,18
39,หนองบัวลำภู,2,19,สังคมประชาธิปไตยไทย,44
39,หนองบัวลำภู,2,20,ฟิวชัน,21
39,หนองบัวลำภู,2,21,ไทรวมพลัง,29
39,หนองบัวลำภู,2,22,ก้าวอิสระ,39
39,หนองบัวลำภู,2,23,ปวงชนไทย,70
39,หนองบัวลำภู,2,24,วิชชั่นใหม่,293
39,หนองบัวลำภู,2,25,เพื่อชีวิตใหม่,24
39,หนองบัวลำภู,2,26,คลองไทย,72
39,หนองบัวลำภู,2,27,ประชาธิปัตย์,1272
39,หนองบัวลำภู,2,28,ไทยก้าวหน้า,132
39,หนองบัวลำภู,2,29,ไทยภักดี,209
39,หนองบัวลำภู,2,30,แรงงานสร้างชาติ,204
39,หนองบัวลำภู,2,31,ประชากรไทย,166
39,หนองบัวลำภู,2,32,ครูไทยเพื่อประชาชน,266
39,หนองบัวลำภู,2,33,ประชาชาติ,131
39,หนองบัวลำภู,2,34,สร้างอนาคตไทย,102
39,หนองบัวลำภู,2,35,รักชาติ,86
39,หนองบัวลำภู,2,36,ไทยพร้อม,193
39,หนองบัวลำภู,2,37,ภูมิใจไทย,6525
39,หนองบัวลำภู,2,38,พลังธรรมใหม่,462
39,หนองบัวลำภู,2,39,กรีน,70
39,หนองบัวลำภู,2,40,ไทยธรรม,73
39,หนองบัวลำภู,2,41,แผ่นดินธรรม,49
39,หนองบัวลำภู,2,42,กล้าธรรม,4722
39,หนองบัวลำภู,2,43,พลังประชารัฐ,256
39,หนองบัวลำภู,2,44,โอกาสใหม่,43
39,หนองบัวลำภู,2,45,เป็นธรรม,62
39,หนองบัวลำภู,2,46,ประชาชน,20678
39,หนองบัวลำภู,2,47,ประชาไทย,148
39,หนองบัวลำภู,2,48,ไทยสร้างไทย,613
39,หนองบัวลำภู,2,49,ไทยก้าวใหม่,216
39,หนองบัวลำภู,2,50,ประชาอาสาชาติ,15
39,หนองบัวลำภู,2,51,พร้อม,61
39,หนองบัวลำภู,2,52,เครือข่ายชาวนาแห่งประเทศไทย,204
39,หนองบัวลำภู,2,53,ไทยพิทักษ์ธรรม,24
39,หนองบัวลำภู,2,54,ความหวังใหม่,17
39,หนองบัวลำภู,2,55,ไทยรวมไทย,19
39,หนองบัวลำภู,2,56,เพื่อบ้านเมือง,22
39,หนองบัวลำภู,2,57,พลังไทยรักชาติ,43
39,หนองบัวลำภู,3,1,ไทยทรัพย์ทวี,2312
39,หนองบัวลำภู,3,2,เพื่อชาติไทย,4120
39,หนองบัวลำภู,3,3,ใหม่,625
39,หนองบัวลำภู,3,4,มิติใหม่,981
39,หนองบัวลำภู,3,5,รวมใจไทย,766
39,หนองบัวลำภู,3,6,รวมไทยสร้างชาติ,952
39,หนองบัวลำภู,3,7,พลวัต,104
39,หนองบัวลำภู,3,8,ประชาธิปไตยใหม่,353
39,หนองบัวลำภู,3,9,เพื่อไทย,19930
39,หนองบัวลำภู,3,10,ทางเลือกใหม่,283
39,หนองบัวลำภู,3,11,เศรษฐกิจ,3628
39,หนองบัวลำภู,3,12,เสรีรวมไทย,543
39,หนองบัวลำภู,3,13,รวมพลังประชาชน,568
39,หนองบัวลำภู,3,14,ท้องที่ไทย,64
39,หนองบัวลำภู,3,15,อนาคตไทย,118
39,หนองบัวลำภู,3,16,พลังเพื่อไทย,190
39,หนองบัวลำภู,3,17,ไทยชนะ,98
39,หนองบัวลำภู,3,18,พลังสังคมใหม่,30
39,หนองบัวลำภู,3,19,สังคมประชาธิปไตยไทย,68
39,หนองบัวลำภู,3,20,ฟิวชัน,24
39,หนองบัวลำภู,3,21,ไทรวมพลัง,38
39,หนองบัวลำภู,3,22,ก้าวอิสระ,51
39,หนองบัวลำภู,3,23,ปวงชนไทย,60
39,หนองบัวลำภู,3,24,วิชชั่นใหม่,298
39,หนองบัวลำภู,3,25,เพื่อชีวิตใหม่,28
39,หนองบัวลำภู,3,26,คลองไทย,57
39,หนองบัวลำภู,3,27,ประชาธิปัตย์,1233
39,หนองบัวลำภู,3,28,ไทยก้าวหน้า,137
39,หนองบัวลำภู,3,29,ไทยภักดี,208
39,หนองบัวลำภู,3,30,แรงงานสร้างชาติ,240
39,หนองบัวลำภู,3,31,ประชากรไทย,288
39,หนองบัวลำภู,3,32,ครูไทยเพื่อประชาชน,155
39,หนองบัวลำภู,3,33,ประชาชาติ,135
39,หนองบัวลำภู,3,34,สร้างอนาคตไทย,169
39,หนองบัวลำภู,3,35,รักชาติ,77
39,หนองบัวลำภู,3,36,ไทยพร้อม,132
39,หนองบัวลำภู,3,37,ภูมิใจไทย,9211
39,หนองบัวลำภู,3,38,พลังธรรมใหม่,393
39,หนองบัวลำภู,3,39,กรีน,55
39,หนองบัวลำภู,3,40,ไทยธรรม,98
39,หนองบัวลำภู,3,41,แผ่นดินธรรม,58
39,หนองบัวลำภู,3,42,กล้าธรรม,4409
39,หนองบัวลำภู,3,43,พลังประชารัฐ,190
39,หนองบัวลำภู,3,44,โอกาสใหม่,59
39,หนองบัวลำภู,3,45,เป็นธรรม,149
39,หนองบัวลำภู,3,46,ประชาชน,20104
39,หนองบัวลำภู,3,47,ประชาไทย,142
39,หนองบัวลำภู,3,48,ไทยสร้างไทย,2286
39,หนองบัวลำภู,3,49,ไทยก้าวใหม่,190
39,หนองบัวลำภู,3,50,ประชาอาสาชาติ,11
39,หนองบัวลำภู,3,51,พร้อม,51
39,หนองบัวลำภู,3,52,เครือข่ายชาวนาแห่งประเทศไทย,186
39,หนองบัวลำภู,3,53,ไทยพิทักษ์ธรรม,20
39,หนองบัวลำภู,3,54,ความหวังใหม่,23
39,หนองบัวลำภู,3,55,ไทยรวมไทย,22
39,หนองบัวลำภู,3,56,เพื่อบ้านเมือง,38
39,หนองบัวลำภู,3,57,พลังไทยรักชาติ,49
40,ขอนแก่น,1,1,ไทยทรัพย์ทวี,103
40,ขอนแก่น,1,2,เพื่อชาติไทย,505
40,ขอนแก่น,1,3,ใหม่,340
40,ขอนแก่น,1,4,มิติใหม่,693
40,ขอนแก่น,1,5,รวมใจไทย,265
40,ขอนแก่น,1,6,รวมไทยสร้างชาติ,1889
40,ขอนแก่น,1,7,พลวัต,724
40,ขอนแก่น,1,8,ประชาธิปไตยใหม่,341
40,ขอนแก่น,1,9,เพื่อไทย,15337
40,ขอนแก่น,1,10,ทางเลือกใหม่,336
40,ขอนแก่น,1,11,เศรษฐกิจ,2339
40,ขอนแก่น,1,12,เสรีรวมไทย,633
40,ขอนแก่น,1,13,รวมพลังประชาชน,298
40,ขอนแก่น,1,14,ท้องที่ไทย,23
40,ขอนแก่น,1,15,อนาคตไทย,40
40,ขอนแก่น,1,16,พลังเพื่อไทย,106
40,ขอนแก่น,1,17,ไทยชนะ,48
40,ขอนแก่น,1,18,พลังสังคมใหม่,15
40,ขอนแก่น,1,19,สังคมประชาธิปไตยไทย,22
40,ขอนแก่น,1,20,ฟิวชัน,18
40,ขอนแก่น,1,21,ไทรวมพลัง,45
40,ขอนแก่น,1,22,ก้าวอิสระ,17
40,ขอนแก่น,1,23,ปวงชนไทย,37
40,ขอนแก่น,1,24,วิชชั่นใหม่,29
40,ขอนแก่น,1,25,เพื่อชีวิตใหม่,10
40,ขอนแก่น,1,26,คลองไทย,29
40,ขอนแก่น,1,27,ประชาธิปัตย์,3581
40,ขอนแก่น,1,28,ไทยก้าวหน้า,97
40,ขอนแก่น,1,29,ไทยภักดี,1420
40,ขอนแก่น,1,30,แรงงานสร้างชาติ,38
40,ขอนแก่น,1,31,ประชากรไทย,69
40,ขอนแก่น,1,32,ครูไทยเพื่อประชาชน,97
40,ขอนแก่น,1,33,ประชาชาติ,78
40,ขอนแก่น,1,34,สร้างอนาคตไทย,95
40,ขอนแก่น,1,35,รักชาติ,81
40,ขอนแก่น,1,36,ไทยพร้อม,108
40,ขอนแก่น,1,37,ภูมิใจไทย,16428
40,ขอนแก่น,1,38,พลังธรรมใหม่,93
40,ขอนแก่น,1,39,กรีน,55
40,ขอนแก่น,1,40,ไทยธรรม,21
40,ขอนแก่น,1,41,แผ่นดินธรรม,15
40,ขอนแก่น,1,42,กล้าธรรม,204
40,ขอนแก่น,1,43,พลังประชารัฐ,155
40,ขอนแก่น,1,44,โอกาสใหม่,43
40,ขอนแก่น,1,45,เป็นธรรม,38
40,ขอนแก่น,1,46,ประชาชน,37207
40,ขอนแก่น,1,47,ประชาไทย,109
40,ขอนแก่น,1,48,ไทยสร้างไทย,580
40,ขอนแก่น,1,49,ไทยก้าวใหม่,353
40,ขอนแก่น,1,50,ประชาอาสาชาติ,3
40,ขอนแก่น,1,51,พร้อม,36
40,ขอนแก่น,1,52,เครือข่ายชาวนาแห่งประเทศไทย,26
40,ขอนแก่น,1,53,ไทยพิทักษ์ธรรม,6
40,ขอนแก่น,1,54,ความหวังใหม่,14
40,ขอนแก่น,1,55,ไทยรวมไทย,13
40,ขอนแก่น,1,56,เพื่อบ้านเมือง,12
40,ขอนแก่น,1,57,พลังไทยรักชาติ,20
40,ขอนแก่น,2,1,ไทยทรัพย์ทวี,1365
40,ขอนแก่น,2,2,เพื่อชาติไทย,1249
40,ขอนแก่น,2,3,ใหม่,2048
40,ขอนแก่น,2,4,มิติใหม่,161
40,ขอนแก่น,2,5,รวมใจไทย,800
40,ขอนแก่น,2,6,รวมไทยสร้างชาติ,1867
40,ขอนแก่น,2,7,พลวัต,113
40,ขอนแก่น,2,8,ประชาธิปไตยใหม่,263
40,ขอนแก่น,2,9,เพื่อไทย,18429
40,ขอนแก่น,2,10,ทางเลือกใหม่,409
40,ขอนแก่น,2,11,เศรษฐกิจ,3894
40,ขอนแก่น,2,12,เสรีรวมไทย,718
40,ขอนแก่น,2,13,รวมพลังประชาชน,601
40,ขอนแก่น,2,14,ท้องที่ไทย,45
40,ขอนแก่น,2,15,อนาคตไทย,85
40,ขอนแก่น,2,16,พลังเพื่อไทย,191
40,ขอนแก่น,2,17,ไทยชนะ,76
40,ขอนแก่น,2,18,พลังสังคมใหม่,24
40,ขอนแก่น,2,19,สังคมประชาธิปไตยไทย,23
40,ขอนแก่น,2,20,ฟิวชัน,20
40,ขอนแก่น,2,21,ไทรวมพลัง,91
40,ขอนแก่น,2,22,ก้าวอิสระ,34
40,ขอนแก่น,2,23,ปวงชนไทย,48
40,ขอนแก่น,2,24,วิชชั่นใหม่,214
40,ขอนแก่น,2,25,เพื่อชีวิตใหม่,26
40,ขอนแก่น,2,26,คลองไทย,48
40,ขอนแก่น,2,27,ประชาธิปัตย์,3074
40,ขอนแก่น,2,28,ไทยก้าวหน้า,158
40,ขอนแก่น,2,29,ไทยภักดี,928
40,ขอนแก่น,2,30,แรงงานสร้างชาติ,122
40,ขอนแก่น,2,31,ประชากรไทย,111
40,ขอนแก่น,2,32,ครูไทยเพื่อประชาชน,188
40,ขอนแก่น,2,33,ประชาชาติ,99
40,ขอนแก่น,2,34,สร้างอนาคตไทย,121
40,ขอนแก่น,2,35,รักชาติ,104
40,ขอนแก่น,2,36,ไทยพร้อม,64
40,ขอนแก่น,2,37,ภูมิใจไทย,11541
40,ขอนแก่น,2,38,พลังธรรมใหม่,161
40,ขอนแก่น,2,39,กรีน,46
40,ขอนแก่น,2,40,ไทยธรรม,45
40,ขอนแก่น,2,41,แผ่นดินธรรม,42
40,ขอนแก่น,2,42,กล้าธรรม,4715
40,ขอนแก่น,2,43,พลังประชารัฐ,420
40,ขอนแก่น,2,44,โอกาสใหม่,250
40,ขอนแก่น,2,45,เป็นธรรม,108
40,ขอนแก่น,2,46,ประชาชน,42065
40,ขอนแก่น,2,47,ประชาไทย,102
40,ขอนแก่น,2,48,ไทยสร้างไทย,643
40,ขอนแก่น,2,49,ไทยก้าวใหม่,400
40,ขอนแก่น,2,50,ประชาอาสาชาติ,11
40,ขอนแก่น,2,51,พร้อม,41
40,ขอนแก่น,2,52,เครือข่ายชาวนาแห่งประเทศไทย,21
40,ขอนแก่น,2,53,ไทยพิทักษ์ธรรม,18
40,ขอนแก่น,2,54,ความหวังใหม่,27
40,ขอนแก่น,2,55,ไทยรวมไทย,16
40,ขอนแก่น,2,56,เพื่อบ้านเมือง,27
40,ขอนแก่น,2,57,พลังไทยรักชาติ,38
40,ขอนแก่น,3,1,ไทยทรัพย์ทวี,3180
40,ขอนแก่น,3,2,เพื่อชาติไทย,2157
40,ขอนแก่น,3,3,ใหม่,2168
40,ขอนแก่น,3,4,มิติใหม่,1042
40,ขอนแก่น,3,5,รวมใจไทย,561
40,ขอนแก่น,3,6,รวมไทยสร้างชาติ,1205
40,ขอนแก่น,3,7,พลวัต,115
40,ขอนแก่น,3,8,ประชาธิปไตยใหม่,379
40,ขอนแก่น,3,9,เพื่อไทย,24763
40,ขอนแก่น,3,10,ทางเลือกใหม่,308
40,ขอนแก่น,3,11,เศรษฐกิจ,3719
40,ขอนแก่น,3,12,เสรีรวมไทย,628
40,ขอนแก่น,3,13,รวมพลังประชาชน,782
40,ขอนแก่น,3,14,ท้องที่ไทย,82
40,ขอนแก่น,3,15,อนาคตไทย,91
40,ขอนแก่น,3,16,พลังเพื่อไทย,276
40,ขอนแก่น,3,17,ไทยชนะ,151
40,ขอนแก่น,3,18,พลังสังคมใหม่,25
40,ขอนแก่น,3,19,สังคมประชาธิปไตยไทย,56
40,ขอนแก่น,3,20,ฟิวชัน,32
40,ขอนแก่น,3,21,ไทรวมพลัง,93
40,ขอนแก่น,3,22,ก้าวอิสระ,45
40,ขอนแก่น,3,23,ปวงชนไทย,37
40,ขอนแก่น,3,24,วิชชั่นใหม่,223
40,ขอนแก่น,3,25,เพื่อชีวิตใหม่,30
40,ขอนแก่น,3,26,คลองไทย,90
40,ขอนแก่น,3,27,ประชาธิปัตย์,1776
40,ขอนแก่น,3,28,ไทยก้าวหน้า,195
40,ขอนแก่น,3,29,ไทยภักดี,274
40,ขอนแก่น,3,30,แรงงานสร้างชาติ,292
40,ขอนแก่น,3,31,ประชากรไทย,235
40,ขอนแก่น,3,32,ครูไทยเพื่อประชาชน,259
40,ขอนแก่น,3,33,ประชาชาติ,168
40,ขอนแก่น,3,34,สร้างอนาคตไทย,139
40,ขอนแก่น,3,35,รักชาติ,121
40,ขอนแก่น,3,36,ไทยพร้อม,93
40,ขอนแก่น,3,37,ภูมิใจไทย,6149
40,ขอนแก่น,3,38,พลังธรรมใหม่,390
40,ขอนแก่น,3,39,กรีน,65
40,ขอนแก่น,3,40,ไทยธรรม,86
40,ขอนแก่น,3,41,แผ่นดินธรรม,48
40,ขอนแก่น,3,42,กล้าธรรม,3928
40,ขอนแก่น,3,43,พลังประชารัฐ,201
40,ขอนแก่น,3,44,โอกาสใหม่,82
40,ขอนแก่น,3,45,เป็นธรรม,142
40,ขอนแก่น,3,46,ประชาชน,26529
40,ขอนแก่น,3,47,ประชาไทย,111
40,ขอนแก่น,3,48,ไทยสร้างไทย,443
40,ขอนแก่น,3,49,ไทยก้าวใหม่,301
40,ขอนแก่น,3,50,ประชาอาสาชาติ,8
40,ขอนแก่น,3,51,พร้อม,58
40,ขอนแก่น,3,52,เครือข่ายชาวนาแห่งประเทศไทย,13
40,ขอนแก่น,3,53,ไทยพิทักษ์ธรรม,26
40,ขอนแก่น,3,54,ความหวังใหม่,40
40,ขอนแก่น,3,55,ไทยรวมไทย,27
40,ขอนแก่น,3,56,เพื่อบ้านเมือง,26
40,ขอนแก่น,3,57,พลังไทยรักชาติ,58
40,ขอนแก่น,4,1,ไทยทรัพย์ทวี,317
40,ขอนแก่น,4,2,เพื่อชาติไทย,2066
40,ขอนแก่น,4,3,ใหม่,1939
40,ขอนแก่น,4,4,มิติใหม่,228
40,ขอนแก่น,4,5,รวมใจไทย,3020
40,ขอนแก่น,4,6,รวมไทยสร้างชาติ,1088
40,ขอนแก่น,4,7,พลวัต,106
40,ขอนแก่น,4,8,ประชาธิปไตยใหม่,582
40,ขอนแก่น,4,9,เพื่อไทย,28155
40,ขอนแก่น,4,10,ทางเลือกใหม่,381
40,ขอนแก่น,4,11,เศรษฐกิจ,3470
40,ขอนแก่น,4,12,เสรีรวมไทย,636
40,ขอนแก่น,4,13,รวมพลังประชาชน,682
40,ขอนแก่น,4,14,ท้องที่ไทย,67
40,ขอนแก่น,4,15,อนาคตไทย,109
40,ขอนแก่น,4,16,พลังเพื่อไทย,347
40,ขอนแก่น,4,17,ไทยชนะ,102
40,ขอนแก่น,4,18,พลังสังคมใหม่,24
40,ขอนแก่น,4,19,สังคมประชาธิปไตยไทย,36
40,ขอนแก่น,4,20,ฟิวชัน,38
40,ขอนแก่น,4,21,ไทรวมพลัง,75
40,ขอนแก่น,4,22,ก้าวอิสระ,37
40,ขอนแก่น,4,23,ปวงชนไทย,44
40,ขอนแก่น,4,24,วิชชั่นใหม่,268
40,ขอนแก่น,4,25,เพื่อชีวิตใหม่,40
40,ขอนแก่น,4,26,คลองไทย,72
40,ขอนแก่น,4,27,ประชาธิปัตย์,1710
40,ขอนแก่น,4,28,ไทยก้าวหน้า,177
40,ขอนแก่น,4,29,ไทยภักดี,353
40,ขอนแก่น,4,30,แรงงานสร้างชาติ,101
40,ขอนแก่น,4,31,ประชากรไทย,231
40,ขอนแก่น,4,32,ครูไทยเพื่อประชาชน,209
40,ขอนแก่น,4,33,ประชาชาติ,103
40,ขอนแก่น,4,34,สร้างอนาคตไทย,248
40,ขอนแก่น,4,35,รักชาติ,93
40,ขอนแก่น,4,36,ไทยพร้อม,78
40,ขอนแก่น,4,37,ภูมิใจไทย,6392
40,ขอนแก่น,4,38,พลังธรรมใหม่,389
40,ขอนแก่น,4,39,กรีน,59
40,ขอนแก่น,4,40,ไทยธรรม,92
40,ขอนแก่น,4,41,แผ่นดินธรรม,61
40,ขอนแก่น,4,42,กล้าธรรม,6499
40,ขอนแก่น,4,43,พลังประชารัฐ,236
40,ขอนแก่น,4,44,โอกาสใหม่,43
40,ขอนแก่น,4,45,เป็นธรรม,1261
40,ขอนแก่น,4,46,ประชาชน,25475
40,ขอนแก่น,4,47,ประชาไทย,109
40,ขอนแก่น,4,48,ไทยสร้างไทย,500
40,ขอนแก่น,4,49,ไทยก้าวใหม่,297
40,ขอนแก่น,4,50,ประชาอาสาชาติ,12
40,ขอนแก่น,4,51,พร้อม,60
40,ขอนแก่น,4,52,เครือข่ายชาวนาแห่งประเทศไทย,32
40,ขอนแก่น,4,53,ไทยพิทักษ์ธรรม,21
40,ขอนแก่น,4,54,ความหวังใหม่,39
40,ขอนแก่น,4,55,ไทยรวมไทย,27
40,ขอนแก่น,4,56,เพื่อบ้านเมือง,39
40,ขอนแก่น,4,57,พลังไทยรักชาติ,45
40,ขอนแก่น,5,1,ไทยทรัพย์ทวี,406
40,ขอนแก่น,5,2,เพื่อชาติไทย,1436
40,ขอนแก่น,5,3,ใหม่,2273
40,ขอนแก่น,5,4,มิติใหม่,1632
40,ขอนแก่น,5,5,รวมใจไทย,550
40,ขอนแก่น,5,6,รวมไทยสร้างชาติ,949
40,ขอนแก่น,5,7,พลวัต,128
40,ขอนแก่น,5,8,ประชาธิปไตยใหม่,265
40,ขอนแก่น,5,9,เพื่อไทย,29853
40,ขอนแก่น,5,10,ทางเลือกใหม่,384
40,ขอนแก่น,5,11,เศรษฐกิจ,2995
40,ขอนแก่น,5,12,เสรีรวมไทย,711
40,ขอนแก่น,5,13,รวมพลังประชาชน,505
40,ขอนแก่น,5,14,ท้องที่ไทย,77
40,ขอนแก่น,5,15,อนาคตไทย,76
40,ขอนแก่น,5,16,พลังเพื่อไทย,225
40,ขอนแก่น,5,17,ไทยชนะ,101
40,ขอนแก่น,5,18,พลังสังคมใหม่,13
40,ขอนแก่น,5,19,สังคมประชาธิปไตยไทย,50
40,ขอนแก่น,5,20,ฟิวชัน,26
40,ขอนแก่น,5,21,ไทรวมพลัง,45
40,ขอนแก่น,5,22,ก้าวอิสระ,42
40,ขอนแก่น,5,23,ปวงชนไทย,43
40,ขอนแก่น,5,24,วิชชั่นใหม่,490
40,ขอนแก่น,5,25,เพื่อชีวิตใหม่,38
40,ขอนแก่น,5,26,คลองไทย,59
40,ขอนแก่น,5,27,ประชาธิปัตย์,1373
40,ขอนแก่น,5,28,ไทยก้าวหน้า,132
40,ขอนแก่น,5,29,ไทยภักดี,267
40,ขอนแก่น,5,30,แรงงานสร้างชาติ,169
40,ขอนแก่น,5,31,ประชากรไทย,128
40,ขอนแก่น,5,32,ครูไทยเพื่อประชาชน,247
40,ขอนแก่น,5,33,ประชาชาติ,185
40,ขอนแก่น,5,34,สร้างอนาคตไทย,121
40,ขอนแก่น,5,35,รักชาติ,75
40,ขอนแก่น,5,36,ไทยพร้อม,90
40,ขอนแก่น,5,37,ภูมิใจไทย,5036
40,ขอนแก่น,5,38,พลังธรรมใหม่,642
40,ขอนแก่น,5,39,กรีน,43
40,ขอนแก่น,5,40,ไทยธรรม,75
40,ขอนแก่น,5,41,แผ่นดินธรรม,83
40,ขอนแก่น,5,42,กล้าธรรม,7484
40,ขอนแก่น,5,43,พลังประชารัฐ,193
40,ขอนแก่น,5,44,โอกาสใหม่,100
40,ขอนแก่น,5,45,เป็นธรรม,145
40,ขอนแก่น,5,46,ประชาชน,17976
